P,t,iter,vx,vy,pen_factor,v_mag,vel_mag_in,v_coll,v_ang,imomx,imomy,imom,tot_area,cur_area,area_diff,vx_rel,vy_rel,v_rel,col_acc_x,col_acc_y,col_acc_mag
0,0.0030,1,0.5000,-0.5000,0.00000000,0.00000000,0.00000000,0.0000,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0060,2,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0090,3,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0120,4,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0150,5,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0180,6,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0210,7,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0240,8,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0270,9,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0300,10,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0330,11,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0360,12,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0390,13,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0420,14,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0450,15,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0480,16,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0510,17,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0540,18,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0570,19,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0600,20,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0630,21,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0660,22,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0690,23,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0720,24,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0,0.0750,25,0.5000,-0.5000,0.00000000,0.70710678,0.00000000,0.0000,5.4978,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
